ID_Ra,Name,Category,Total kg CO2-eq/kg,Agriculture,iLUC,Food processing,Packaging,Transport,Retail,Energy (KJ/100 g),Fat (g/100 g),Carbohydrate (g/100 g),Protein (g/100 g),ID_food,ID_pack,ID_retail,
Ra00290,"Gooseberry, raw",Fruits,0.51,0.32,0.04,0.00,0.12,0.01,0.02,185,0.5,7.3,0.9,Cm070,Pa059,Ma0332,
Ra00291,"Strawberries, frozen, unsweetened",Fruit/vegetable products,0.61,0.12,0.02,0.01,0.08,0.26,0.11,173,0.4,5.9,0.4,Fa0103,Pa040,Ma0334,
Ra00292,"Cranberry, raw",Fruits,0.77,0.41,0.03,0.00,0.12,0.19,0.02,177,0.1,7.6,0.4,Cm052,Pa059,Ma0332,
Ra00293,"Blueberry, frozen, unsweetened",Fruit/vegetable products,1.08,0.42,0.05,0.06,0.08,0.36,0.11,224,0.6,10.7,0.4,Fa0104,Pa040,Ma0334,
Ra00294,"Raspberry, frozen",Fruit/vegetable products,1.44,0.81,0.11,0.15,0.08,0.18,0.11,223,1.3,6.5,1.4,Fa0105,Pa040,Ma0334,
Ra00295,"Cheese, Cream, 60 % fidm.",Milk/eggs/substitute products,4.11,3.54,-2.68,2.75,0.45,0.05,0.00,1379,31.5,2.1,10,Fa0085,Pa034,Ma0333,
Ra00296,"Cheese, Brie, 45 % fidm.",Milk/eggs/substitute products,0.07,2.12,-1.52,-1.02,0.45,0.04,0.00,1182,22,0.1,20.3,Fa0083,Pa034,Ma0333,
Ra00297,"Cheese, cottage, 20 % fidm.",Milk/eggs/substitute products,0.07,2.12,-1.52,-1.02,0.45,0.04,0.00,441,4.4,2.5,13,Fa0083,Pa034,Ma0333,
Ra00298,"Bulgur, parboiled, raw",Cereal/grain/pulse products,2.30,1.68,0.10,0.19,0.24,0.07,0.02,1444,1.9,45.5,11.8,Fa0027,Pa018,Ma0332,
Ra00299,"Sweetcorn, kernels, canned",Fruit/vegetable products,0.60,0.15,0.03,0.15,0.20,0.05,0.02,428,1.1,16.1,3.1,Fa0134,Pa044,Ma0332,
Ra00300,"Rice, parboiled, raw",Cereal/grain/pulse products,4.11,3.30,0.11,0.19,0.24,0.26,0.02,1518,1.2,78.1,8.2,Fa0026,Pa019,Ma0332,
Ra00301,"Quinoa, black, raw",Cereal/grain/pulse products,4.68,3.72,0.44,0.00,0.24,0.25,0.02,1461,6.5,42.3,13.7,Cm138,Pa018,Ma0332,
Ra00302,"Pepper, black",Seasonings/preservatives/extracts,4.78,1.99,0.19,0.00,2.33,0.25,0.02,1274,3.3,44.5,10.9,Cm038,Pa055,Ma0332,
Ra00303,"Mustard, yellow, ready made",Seasonings/preservatives/extracts,1.62,0.66,0.07,0.12,0.68,0.06,0.02,691,6.4,20.2,5.7,Fa0088,Pa037,Ma0332,
Ra00304,Curry powder,Seasonings/preservatives/extracts,5.52,2.80,0.18,0.00,2.33,0.18,0.02,1421,13.8,25.2,12.7,Fa0176,Pa055,Ma0332,
Ra00305,"BITTER, Gammel Dansk Bitter Dram",Beverages,,,,,,,,885,0,0,0,Fa0016,Pa008,Ma0332,
Ra00306,"Brandy, cognac",Beverages,5.61,2.13,0.14,2.71,0.30,0.31,0.02,928,0,0,0,Fa0017,Pa008,Ma0332,
Ra00307,Vodka,Beverages,3.36,3.00,0.08,-0.16,0.30,0.11,0.02,969,0,0,0,Fa0016,Pa008,Ma0332,
Ra00308,"Aquavit, 40 % vol., average values",Beverages,,,,,,,,928,0,0,0,Fa0016,Pa008,Ma0332,
Ra00309,"Plum, raw",Fruits,0.50,0.32,0.03,0.00,0.12,0.02,0.02,199,0.3,9.2,0.5,Cm130,Pa059,Ma0332,
Ra00310,"Cherry, raw",Fruits,1.18,0.82,0.08,0.00,0.12,0.14,0.02,234,0.3,11.7,1.4,Cm033,Pa059,Ma0332,
Ra00311,"Chestnut, raw",Fruit/vegetable products,2.29,1.71,0.10,0.00,0.12,0.33,0.02,797,2.7,33.9,2,Cm035,Pa059,Ma0332,
Ra00312,"Prune, dried plum",Fruit/vegetable products,2.71,1.86,0.08,0.41,0.04,0.30,0.02,972,0.7,54.6,2.7,Fa0153,Pa001,Ma0332,
Ra00313,"Apricot, dried",Fruit/vegetable products,2.71,1.86,0.08,0.41,0.04,0.30,0.02,1043,1.7,43.3,3.5,Fa0153,Pa001,Ma0332,
Ra00314,"Apricot, raw",Fruits,0.81,0.49,0.05,0.00,0.12,0.14,0.02,170,0.3,7.3,1.3,Cm005,Pa059,Ma0332,
Ra00315,"Peach, raw",Fruits,0.62,0.32,0.03,0.00,0.12,0.14,0.02,206,0.4,7.8,0.7,Cm119,Pa059,Ma0332,
Ra00316,"Nectarine, raw",Fruits,0.62,0.32,0.03,0.00,0.12,0.14,0.02,177,0,7.8,0.8,Cm119,Pa059,Ma0332,
Ra00317,"Avocado, raw",Fruits,1.19,0.76,0.05,0.00,0.12,0.24,0.02,711,13.1,0.5,1.9,Cm009,Pa059,Ma0332,
Ra00318,"Sugar, sucrose, white",Candy/sugar products,2.33,1.40,0.07,0.47,0.24,0.14,0.02,1698,0,99.9,0,Fa0304,Pa018,Ma0332,
Ra00319,"Sugar, brown",Candy/sugar products,2.16,1.27,0.07,0.43,0.24,0.13,0.02,1624,0,94,0,Fa0305,Pa018,Ma0332,
Ra00320,"Chocolate, milk",Candy/sugar products,5.00,2.09,-0.61,2.91,0.48,0.11,0.02,2278,31.7,62.4,7.1,Fa0136,Pa045,Ma0332,
Ra00321,Nougat,Bread/bakery products,7.28,4.00,0.08,2.18,0.78,0.22,0.02,2297,32.3,55.9,8.7,Fa0177,Pa024,Ma0332,
Ra00322,"Chewing gum, no sugar added, all types",Candy/sugar products,5.42,0.00,0.23,3.73,1.41,0.02,0.02,1451,0,83.6,0.6,Fa0178,Pa067,Ma0332,
Ra00323,"Toffees, mixed",Candy/sugar products,2.86,1.13,-0.19,1.19,0.59,0.12,0.02,2023,20.9,67.7,2.1,Fa0179,Pa046,Ma0332,
Ra00324,"Chocolate, bitter",Candy/sugar products,8.16,5.95,0.91,0.35,0.66,0.28,0.02,2294,31.8,59.6,5.7,Fa0076,Pa026,Ma0332,
Ra00325,"Liquorice, salt",Candy/sugar products,2.58,1.14,0.08,0.97,0.22,0.16,0.02,1507,1,43.4,4.4,Fa0180,Pa066,Ma0332,
Ra00326,Fruit gums,Candy/sugar products,2.57,1.17,0.08,0.92,0.22,0.16,0.02,1482,0.9,74.4,6.6,Fa0181,Pa066,Ma0332,
Ra00327,"Banana, raw",Fruits,0.80,0.40,0.02,0.00,0.12,0.24,0.02,396,0.2,19.7,1.1,Cm010,Pa059,Ma0332,
Ra00328,"Lemon, raw",Fruits,0.64,0.30,0.02,0.00,0.12,0.18,0.02,187,1.1,3.1,0.5,Cm088,Pa059,Ma0332,
Ra00329,"Watermelon, raw",Fruits,0.39,0.20,0.02,0.00,0.00,0.16,0.02,140,0.1,6.5,0.8,Cm177,,Ma0332,
Ra00330,"Orange, raw",Fruits,0.62,0.31,0.03,0.00,0.08,0.18,0.02,205,0.1,8.2,0.9,Cm116,Pa040,Ma0332,
Ra00331,"Melon, honeydew, raw",Fruits,0.60,0.30,0.02,0.00,0.00,0.26,0.02,113,0.2,5.4,0.6,Cm098,,Ma0332,
Ra00332,"Lime, raw",Fruits,0.62,0.30,0.03,0.00,0.08,0.18,0.02,155,0.2,7.7,0.7,Cm088,Pa040,Ma0332,
Ra00333,"Pineapple, raw",Fruits,0.56,0.29,0.02,0.00,0.00,0.24,0.02,234,0.4,10.8,0.5,Cm127,,Ma0332,
Ra00334,"Mango, raw",Fruits,0.99,0.56,0.05,0.00,0.12,0.24,0.02,282,0.5,14.2,0.5,Cm095,Pa059,Ma0332,
Ra00335,"Grapefruit, raw",Fruits,0.75,0.31,0.02,0.00,0.12,0.28,0.02,185,0.3,7,0.9,Cm072,Pa059,Ma0332,
Ra00336,"Tangerine, raw",Fruits,0.60,0.28,0.02,0.00,0.12,0.16,0.02,201,0,8.3,0.8,Cm163,Pa059,Ma0332,
Ra00337,"Kiwi fruit, raw",Fruits,0.72,0.39,0.02,0.00,0.12,0.16,0.02,263,0.8,11.7,1,Cm085,Pa059,Ma0332,
Ra00338,"Turkey, breast, boiled/smoked, sliced",Meat/poultry,5.22,4.72,0.21,0.07,0.02,0.20,0.00,453,1.8,1.7,21,Fa0065,Pa022,Ma0333,
Ra00339,"Turkey, flesh only, raw",Meat/poultry,5.67,5.25,0.24,-0.11,0.12,0.17,0.00,444,2.2,0,21.3,Fa0056,Pa059,Ma0333,
Ra00340,"Turkey, mince, 5-10% fat, raw",Meat/poultry,5.57,4.91,0.21,0.12,0.12,0.21,0.00,657,8.5,0,20.1,Fa0057,Pa059,Ma0333,
Ra00341,"Milk, whole, 3.5 % fat",Milk/eggs/substitute products,0.34,0.38,-0.28,0.11,0.11,0.03,0.00,264,3.5,4.6,3.4,Fa0078,Pa035,Ma0333,
Ra00342,"Milk, partly skimmed, 1.5 % fat",Milk/eggs/substitute products,0.28,0.40,-0.29,0.03,0.11,0.03,0.00,200,1.6,4.7,3.4,Fa0079,Pa035,Ma0333,
Ra00343,"Milk, skimmed, 0.5 % fat",Milk/eggs/substitute products,0.24,0.41,-0.30,-0.01,0.11,0.03,0.00,158,0.5,4.8,3.4,Fa0080,Pa035,Ma0333,
Ra00344,"Milk, skimmed, with chocolate (UHT)",Milk/eggs/substitute products,0.58,0.61,-0.21,0.00,0.11,0.04,0.02,251,0.5,9.3,3.5,Fa0084,Pa035,Ma0332,
Ra00345,"Cream, whipping, 38 % fat",Milk/eggs/substitute products,1.67,0.14,-0.17,1.57,0.11,0.02,0.00,1484,38,3,2.1,Fa0286,Pa035,Ma0333,
Ra00346,"Veal, medium fat, raw",Meat/poultry,70.16,58.87,13.11,-2.80,0.12,0.87,0.00,768,11.3,0,20,Fa0033,Pa059,Ma0333,
Ra00347,Peanut butter,Prepared/preserved foods,3.83,1.96,0.22,0.92,0.35,0.36,0.02,2636,53.7,12.2,26.1,Fa0115,Pa053,Ma0332,
Ra00348,Sunflower oil,Oils/fats edible,2.87,0.00,0.02,1.92,0.61,0.30,0.02,3700,100,0,0,Ma0061,Pa036,Ma0332,
Ra00349,Olive oil,Oils/fats edible,5.84,4.33,0.63,-0.04,0.61,0.30,0.02,3700,100,0,0,Fa0086,Pa036,Ma0332,
Ra00350,"Oil, rape seed (no eruca acid)",Oils/fats edible,3.40,0.00,0.03,2.27,0.61,0.47,0.02,3700,100,0,0,Ma0060,Pa036,Ma0332,
Ra00351,"Onions, chopped and deepfried",Fruit/vegetable products,4.21,0.83,-0.04,2.45,0.88,0.07,0.02,2374,48,22.1,6,Fa0182,Pa056,Ma0332,
Ra00352,"Potato crisps, coarse",Prepared/preserved foods,2.55,0.94,-0.02,1.31,0.22,0.09,0.02,2081,26.4,57.2,6.1,Fa0208,Pa066,Ma0332,
Ra00353,"Tofu, soy bean curd",Prepared/preserved foods,1.12,0.59,0.08,0.08,0.22,0.15,0.00,316,4.2,1.2,7.8,Fa0235,Pa066,Ma0333,
Ra00354,"Lentils, sprouted, raw",Vegetables,3.29,2.69,0.26,0.00,0.12,0.20,0.02,522,0.6,19.1,9,Cm089,Pa059,Ma0332,
Ra00355,"Cabbage, red, canned, no sugar added",Fruit/vegetable products,0.77,0.39,0.02,0.21,0.08,0.05,0.02,82,0.1,2.9,0.5,Fa0124,Pa043,Ma0332,
Ra00356,"Tomatojuice, canned",Beverages,0.91,0.30,0.02,0.21,0.08,0.29,0.02,79,0.1,3.3,0.8,Fa0123,Pa043,Ma0332,
Ra00357,"Gherkin, pickled",Fruit/vegetable products,2.94,1.15,0.06,0.99,0.55,0.17,0.02,59,0.2,2.1,0.3,Fa0237,Pa042,Ma0332,
Ra00358,"Potatoes, mashed, instant powder with dry milk",Fruit/vegetable products,5.59,2.63,-0.19,2.21,0.75,0.17,0.02,1408,1.1,62.5,10.9,Fa0266,Pa065,Ma0332,
Ra00359,"Pepper, hot chili, canned",Fruit/vegetable products,1.37,0.72,0.03,0.21,0.08,0.30,0.02,112,0.1,4.9,0.9,Fa0125,Pa043,Ma0332,
Ra00360,"Cucumber, large, pickled",Fruit/vegetable products,2.94,1.15,0.06,0.99,0.55,0.17,0.02,311,0.5,16.5,0.5,Fa0237,Pa042,Ma0332,
Ra00361,"Tomato, peeled, canned",Fruit/vegetable products,0.91,0.30,0.02,0.21,0.08,0.29,0.02,90,0.3,3,1.2,Fa0123,Pa043,Ma0332,
Ra00362,"Beet, red, canned",Fruit/vegetable products,0.66,0.29,0.01,0.21,0.08,0.05,0.02,255,0.3,11.9,1,Fa0126,Pa043,Ma0332,
Ra00363,"Potato, canned",Fruit/vegetable products,0.89,0.50,0.02,0.21,0.08,0.06,0.02,236,0.2,10.9,1.4,Fa0127,Pa043,Ma0332,
Ra00364,Potato crisps,Prepared/preserved foods,2.55,0.94,-0.02,1.31,0.22,0.09,0.02,2221,31.9,44.9,5.4,Fa0208,Pa066,Ma0332,
Ra00365,"Bamboo shoots, canned, nonsalted",Fruit/vegetable products,1.23,0.57,0.05,0.24,0.08,0.27,0.02,106,0.1,3.2,2.6,Fa0128,Pa043,Ma0332,
Ra00366,"Mushroom, canned",Fruit/vegetable products,0.48,0.09,0.00,0.21,0.08,0.08,0.02,92,0.5,0,2.5,Fa0129,Pa043,Ma0332,
Ra00367,"French fries, deepfried, fast food",Fruit/vegetable products,1.73,0.61,-0.01,0.85,0.22,0.07,0.00,1300,14.8,39,3.7,Fa0209,Pa066,Ma0333,
Ra00368,"Tomato paste, concentrated",Fruit/vegetable products,2.56,1.00,0.05,0.51,0.68,0.30,0.02,375,0.5,14.8,4.3,Fa0090,Pa037,Ma0332,
Ra00369,"Tomato ketchup, bottled",Seasonings/preservatives/extracts,1.85,0.94,0.06,0.39,0.35,0.09,0.02,479,2.4,18.4,3,Fa0087,Pa063,Ma0332,
Ra00370,"Beans, baked i tomato sauce, canned",Fruit/vegetable products,1.85,0.75,0.07,0.33,0.58,0.09,0.02,371,0.5,9.6,5.1,Fa0236,Pa051,Ma0332,
Ra00371,Potato flour,Fruit/vegetable products,1.83,1.22,0.07,0.17,0.24,0.10,0.02,1455,0.1,85,0.2,Fa0238,Pa018,Ma0332,
Ra00372,"Peas, green, canned",Fruit/vegetable products,1.78,1.25,0.13,0.21,0.08,0.09,0.02,314,0.8,7.7,5.9,Fa0130,Pa043,Ma0332,
Ra00373,Soya sauce,Seasonings/preservatives/extracts,1.52,0.61,0.06,0.01,0.73,0.09,0.02,237,0,7,6.9,Fa0186,Pa057,Ma0332,
Ra00374,"Sauce, barbeque",Seasonings/preservatives/extracts,1.79,0.89,0.05,0.39,0.35,0.09,0.02,623,0.3,35.8,0,Fa0239,Pa063,Ma0332,
Ra00375,"Wine, white, average values",Beverages,1.62,0.67,0.08,0.47,0.35,0.04,0.02,344,0,2.6,0.1,Fa0014,Pa007,Ma0332,
Ra00376,"Wine, rosé",Beverages,1.62,0.67,0.08,0.47,0.35,0.04,0.02,297,0,1.4,0.2,Fa0014,Pa007,Ma0332,
Ra00377,"Wine, red",Beverages,1.62,0.67,0.08,0.47,0.35,0.04,0.02,321,0,0.3,0.2,Fa0014,Pa007,Ma0332,
Ra00378,"Wine, white, sparkling, champagne",Beverages,1.62,0.67,0.08,0.47,0.35,0.04,0.02,316,0,1.4,0.3,Fa0014,Pa007,Ma0332,
Ra00379,"Yeast, baker`s, compressed",Bread/bakery products,0.68,0.00,0.04,0.38,0.24,0.02,0.00,479,1.9,0,8.4,Fa0303,Pa018,Ma0333,
Ra00380,Cocktail sausages,Meat/poultry,2.21,1.87,0.09,0.13,0.02,0.10,0.00,1349,28,3.4,15,Fa0059,Pa022,Ma0333,
Ra00381,Pesto,Seasonings/preservatives/extracts,4.05,1.75,0.05,1.16,0.55,0.51,0.02,1547,35,10,4.7,Fa0122,Pa042,Ma0332,
Ra00382,"Lasagne, beef, ready meals",Prepared/preserved foods,11.65,9.01,1.85,-0.10,0.72,0.18,0.00,521,5.3,12,6.8,Fa0183,Pa070,Ma0333,
Ra00383,"Lasagne, vegetarian, ready meals",Prepared/preserved foods,1.67,0.65,-0.10,0.33,0.72,0.07,0.00,324,3,9.5,2.6,Fa0184,Pa070,Ma0333,
Ra00384,"Daal, ready meals",Prepared/preserved foods,0.00,0.00,0.00,0.00,0.00,0.00,0.00,448,2.8,14,5.6,Fa0185,Pa070,Ma0333,
Ra00385,"Sushi, ready meals",Prepared/preserved foods,2.20,0.90,0.09,0.40,0.72,0.09,0.00,718,5.6,23,6.7,Fa0187,Pa070,Ma0333,
Ra00386,Minced chicken,Meat/poultry,6.88,6.48,0.31,-0.19,0.12,0.17,0.00,621,8.5,0,18,Fa0053,Pa059,Ma0333,
Ra00387,Pizza dough,Bread/bakery products,1.22,0.89,0.04,0.02,0.22,0.05,0.00,935,1.4,44.2,6.8,Fa0188,Pa066,Ma0333,
Ra00388,"Fresh pasta, fettucine spinach",Prepared/preserved foods,1.86,1.23,0.08,0.21,0.26,0.08,0.00,1120,2.5,48,11,Fa0189,Pa002,Ma0333,
Ra00389,Tuna salad,Seasonings/preservatives/extracts,2.02,0.15,0.06,1.46,0.25,0.11,0.00,766,14,5.1,9.4,Fa0271,Pa017,Ma0333,
Ra00390,Egg salad,Prepared/preserved foods,1.66,0.66,0.04,0.62,0.25,0.09,0.00,982,22,3.7,6.3,Fa0191,Pa017,Ma0333,
Ra00391,Meatballs,Meat/poultry,3.84,3.13,0.13,0.12,0.22,0.14,0.11,908,15,6.5,14,Fa0272,Pa066,Ma0334,
Ra00392,"Hummus, done",Seasonings/preservatives/extracts,2.36,1.60,0.21,0.12,0.25,0.18,0.00,1165,20,16,7.7,Fa0192,Pa017,Ma0333,
Ra00393,"Lasagne, vegan, ready meals",Prepared/preserved foods,1.68,0.53,0.00,0.36,0.72,0.07,0.00,476,4,13,5.7,Fa0194,Pa070,Ma0333,
Ra00394,"Pancakes, ready meals",Prepared/preserved foods,2.77,1.29,-0.04,0.64,0.78,0.07,0.02,1113,9.6,36.5,7.5,Fa0195,Pa024,Ma0332,
Ra00395,Potato gratin / cream potatoes,Fruit/vegetable products,1.28,0.42,-0.03,0.61,0.22,0.05,0.00,505,7.4,12,1.6,Fa0267,Pa066,Ma0333,
Ra00396,Kebab,Meat/poultry,50.62,42.20,9.37,-1.91,0.22,0.63,0.11,697,6,2.5,25,Fa0293,Pa066,Ma0334,
Ra00397,"Icetea, peach",Beverages,0.92,0.41,0.04,0.10,0.16,0.19,0.02,140,0,8,0,Fa0268,Pa020,Ma0332,
Ra00398,Energy drink,Beverages,0.56,0.15,0.01,0.15,0.20,0.03,0.02,195,0,11,0,Fa0011,Pa005,Ma0332,
Ra00399,"Alcoholic soda, 4%",Beverages,0.86,0.47,0.02,0.11,0.18,0.04,0.02,67,0,9,0,Fa0010,Pa003,Ma0332,
Ra00400,"Salsa, hot",Fruit/vegetable products,1.12,0.32,0.02,0.04,0.55,0.16,0.02,130,0.1,5.5,1.2,Fa0240,Pa042,Ma0332,
Ra00401,"Tortilla bread, wheat",Bread/bakery products,1.48,1.11,0.05,0.21,0.04,0.06,0.02,1300,7.5,51,8,Fa0001,Pa001,Ma0332,
Ra00402,Pizzasauce,Fruit/vegetable products,1.62,0.52,0.03,0.33,0.68,0.03,0.02,150,0.5,5.4,1.6,Fa0197,Pa037,Ma0332,
Ra00403,Pastasauce,Fruit/vegetable products,1.62,0.52,0.03,0.33,0.68,0.03,0.02,128,0.2,4.5,1.3,Fa0198,Pa037,Ma0332,
Ra00404,Coconut milk,Fruit/vegetable products,6.19,5.05,0.50,0.24,0.08,0.30,0.02,764,19,2,1.6,Fa0199,Pa043,Ma0332,
Ra00405,"Garlic baguette, frozen",Prepared/preserved foods,1.77,0.94,0.02,0.61,0.04,0.06,0.11,1244,14,36,5.7,Fa0200,Pa001,Ma0334,
Ra00406,"Muesli bar, chocolate",Cereal/grain/pulse products,3.55,1.86,0.02,0.82,0.75,0.07,0.02,1910,17.6,65.8,6.8,Fa0156,Pa065,Ma0332,
Ra00407,Cup noodles chicken,Prepared/preserved foods,2.11,1.44,0.08,0.28,0.22,0.07,0.02,335,3.4,10.3,1.9,Fa0201,Pa068,Ma0332,
Ra00408,Sliced mushrooms,Fruit/vegetable products,0.29,0.09,0.00,0.00,0.12,0.08,0.00,76,0.4,0.2,2.1,Fa0202,Pa059,Ma0333,
Ra00409,Microwave popcorn,Fruit/vegetable products,1.80,0.53,-0.01,0.93,0.22,0.11,0.02,1936,25,46.4,8.4,Fa0203,Pa066,Ma0332,
Ra00410,Thai meal panang curry chicken,Prepared/preserved foods,,,,,,,,638,4.6,21,6.1,Fa0204,Pa070,Ma0333,
Ra00411,"French fries, frost",Fruit/vegetable products,0.95,0.62,0.03,0.04,0.08,0.06,0.11,609,4.4,23,2.4,Fa0205,Pa040,Ma0334,
Ra00412,Pancake puffs,Bread/bakery products,1.65,1.34,-0.19,0.20,0.22,0.07,0.02,878,6.5,31,6,Fa0196,Pa066,Ma0332,
Ra00413,"Chickpeas, canned",Fruit/vegetable products,1.01,0.61,0.08,0.15,0.08,0.08,0.02,303,1,9,4,Fa0135,Pa043,Ma0332,
Ra00414,"Green beans, frost",Vegetables,2.18,1.67,0.11,0.03,0.08,0.18,0.11,140,0,4.1,2,Fa0106,Pa040,Ma0334,
Ra00415,"Tortilla chips, cheese",Prepared/preserved foods,2.46,0.98,-0.03,1.09,0.22,0.18,0.02,2041,25.6,55.5,6.7,Fa0206,Pa066,Ma0332,
Ra00416,Asparagus slices,Fruit/vegetable products,1.95,1.24,0.09,0.29,0.08,0.23,0.02,69,0.1,2.2,1.3,Fa0294,Pa043,Ma0332,
Ra00417,Corn cob,Vegetables,1.00,0.70,0.04,0.00,0.12,0.12,0.02,443.8,2.4,22,3.1,Cm093,Pa059,Ma0332,
Ra00418,"Arugula salad, rinsed",Prepared/preserved foods,0.51,0.25,0.02,0.00,0.22,0.01,0.00,146,0.7,3.7,2.6,Cm173,Pa066,Ma0333,
Ra00419,Olive tapenade,Fruit/vegetable products,2.67,1.42,0.18,0.30,0.55,0.19,0.02,1040,25.1,3.6,1.4,Fa0241,Pa042,Ma0332,
Ra00420,Stuffed fresh pasta,Prepared/preserved foods,1.90,1.28,-0.20,0.49,0.26,0.06,0.00,1021,6,36,11,Fa0190,Pa002,Ma0333,
Ra00421,Pepperoni,Meat/poultry,6.02,4.29,0.13,1.38,0.02,0.18,0.02,2153,49,1,19,Fa0061,Pa022,Ma0332,
Ra00422,Kidney beans,Fruit/vegetable products,1.14,0.40,0.04,0.54,0.08,0.06,0.02,299,1,9,5,Fa0242,Pa043,Ma0332,
Ra00423,"Chicken, whole",Meat/poultry,3.93,3.50,0.15,-0.02,0.12,0.17,0.00,635,8.9,0.5,18,Fa0049,Pa059,Ma0333,
Ra00424,"Chorizo, sliced",Meat/poultry,5.95,4.28,0.13,1.10,0.02,0.42,0.00,1202,21,1,24,Fa0062,Pa022,Ma0333,
Ra00425,Potato salad,Fruit/vegetable products,1.31,0.39,0.03,0.57,0.25,0.07,0.00,625,10,12,2,Fa0243,Pa017,Ma0333,
Ra00426,Cider 4.5%,Beverages,1.05,0.35,0.02,0.40,0.18,0.08,0.02,237,0,7.3,0,Fa0009,Pa003,Ma0332,
Ra00427,"Falafel, frost",Fruit/vegetable products,2.31,0.97,0.19,0.24,0.72,0.09,0.11,1220,12,24,7.5,Fa0244,Pa070,Ma0334,
Ra00428,"Potato hotchpotch, beef, ready meals",Prepared/preserved foods,17.68,14.06,3.08,-0.02,0.22,0.23,0.11,616,5.2,14,10,Fa0273,Pa066,Ma0334,
Ra00429,"Potato hotchpotch, mixed meat, ready meals",Prepared/preserved foods,,,,,,,,595,6.5,15,5,Fa0274,Pa066,Ma0334,
Ra00430,Vegetable steaks,Fruit/vegetable products,1.76,0.79,0.10,0.34,0.33,0.09,0.11,781,8,23.2,3.6,Fa0246,Pa069,Ma0334,
Ra00431,"Spring rolls, vegetables, ready meals",Prepared/preserved foods,3.35,1.21,0.11,1.20,0.72,0.10,0.00,723,7,22,3.7,Fa0168,Pa070,Ma0333,
Ra00432,"Spring rolls, chicken, ready meals",Prepared/preserved foods,3.40,1.11,0.13,1.26,0.72,0.07,0.11,630,4.7,19.2,6.5,Fa0169,Pa070,Ma0334,
Ra00433,"Spring rolls, beef, ready meals",Prepared/preserved foods,5.90,3.22,0.68,1.07,0.72,0.09,0.11,637,4.9,19.3,6.4,Fa0170,Pa070,Ma0334,
Ra00434,"Meatballs in curry with rice and curry sauce, ready meals",Prepared/preserved foods,2.59,1.17,0.10,0.41,0.72,0.08,0.11,538,6.5,13,4.5,Fa0275,Pa070,Ma0334,
Ra00435,"Leek pie with bacon, ready meals",Prepared/preserved foods,1.80,0.85,-0.11,0.65,0.25,0.05,0.11,1044,16,19,6,Fa0247,Pa038,Ma0334,
Ra00436,"Croque monsieur, ready meals",Prepared/preserved foods,1.38,1.50,-0.46,0.05,0.22,0.07,0.00,1159,9.6,35,12,Fa0248,Pa066,Ma0333,
Ra00437,Capers,Fruit/vegetable products,0.83,0.23,0.03,0.20,0.08,0.26,0.02,97,0.9,4.7,1.9,Fa0132,Pa043,Ma0332,
Ra00438,Baby corn,Fruit/vegetable products,0.60,0.15,0.03,0.15,0.20,0.05,0.02,109,0.1,4,1.4,Fa0134,Pa044,Ma0332,
Ra00439,Black beans,Fruit/vegetable products,1.14,0.40,0.04,0.54,0.08,0.06,0.02,303,0.6,8,5.3,Fa0242,Pa043,Ma0332,
Ra00440,Half peaches in juice,Fruit/vegetable products,1.44,0.63,0.04,0.26,0.08,0.41,0.02,208,0.1,11.2,0.5,Fa0249,Pa043,Ma0332,
Ra00441,Marinated artichokes,Fruit/vegetable products,4.00,2.01,0.10,0.72,0.55,0.60,0.02,278,5.5,2.6,1.8,Fa0250,Pa042,Ma0332,
Ra00442,Cornichons,Fruit/vegetable products,2.94,1.15,0.06,0.99,0.55,0.17,0.02,110,1.3,2.2,1,Fa0237,Pa042,Ma0332,
Ra00443,Garlic in oil,Fruit/vegetable products,2.31,0.68,0.02,0.77,0.55,0.27,0.02,1014,9.8,31.5,6.2,Fa0251,Pa042,Ma0332,
Ra00444,Half pears in juice,Fruit/vegetable products,1.11,0.47,0.04,0.26,0.08,0.25,0.02,191,0.1,10.5,0.3,Fa0252,Pa043,Ma0332,
Ra00445,Marinated grilled peppers,Fruit/vegetable products,2.67,0.46,0.01,1.30,0.55,0.32,0.02,159,0.9,5.5,0.9,Fa0253,Pa042,Ma0332,
Ra00446,"Tahin, sesame paste",Seasonings/preservatives/extracts,8.05,6.16,0.78,0.18,0.55,0.37,0.02,2784,61.4,10.5,21,Fa0255,Pa042,Ma0332,
Ra00447,Sundried tomatoes,Fruit/vegetable products,2.67,2.04,0.08,0.00,0.22,0.31,0.02,851,15.3,12.2,2.7,Fa0152,Pa066,Ma0332,
Ra00448,"Red lentils, dried",Fruit/vegetable products,3.43,2.69,0.29,0.00,0.24,0.20,0.02,1520,6.9,49,20,Cm089,Pa018,Ma0332,
Ra00449,"Ajvar, relish",Seasonings/preservatives/extracts,3.18,1.31,0.06,0.60,0.55,0.64,0.02,417,6,13,1,Fa0295,Pa042,Ma0332,
Ra00450,Vegan bean paste,Fruit/vegetable products,2.16,1.14,0.11,0.15,0.55,0.18,0.02,1001,7.6,29,9.7,Fa0254,Pa042,Ma0332,
Ra00451,"Plant paste, pea protein and mushroom",Fruit/vegetable products,0.87,0.46,0.06,0.00,0.25,0.10,0.00,887,16,5.1,11,Fa0256,Pa017,Ma0333,
Ra00452,Chilli cheese tops,Prepared/preserved foods,1.12,1.42,-0.59,-0.21,0.33,0.06,0.11,1064,13,25,8.5,Fa0258,Pa069,Ma0334,
